loc_code,date,ht_bottom_horizon,ht_top_horizon,horizon_thickness,meas_wt,meas_temp
8,2/26/93,0,0.1,0.1,266,-6
8,2/26/93,0.1,0.2,0.1,380,-6
8,2/26/93,0.2,0.3,0.1,319,-7
8,2/26/93,0.3,0.4,0.1,342,-8
8,2/26/93,0.4,0.5,0.1,291,-9
8,2/26/93,0.5,0.6,0.1,241,-11
8,2/26/93,0.6,0.7,0.1,307,-11
8,2/26/93,0.7,0.73,0.03,307,-10
28,2/26/93,0,0.1,0.1,324,-6
28,2/26/93,0.1,0.2,0.1,287,-7
28,2/26/93,0.2,0.3,0.1,199,-9
28,2/26/93,0.3,0.38,0.08,248,-9
28,2/26/93,0.38,0.38,0,NaN,-10
56,2/26/93,2.2,2.3,0.1,NaN,-5
56,2/26/93,2.3,2.4,0.1,NaN,-5
56,2/26/93,2.4,2.5,0.1,NaN,-6
56,2/26/93,2.5,2.6,0.1,NaN,-6
56,2/26/93,2.6,2.7,0.1,NaN,-6.5
56,2/26/93,2.7,2.8,0.1,NaN,-7
56,2/26/93,2.8,2.9,0.1,NaN,-7
56,2/26/93,2.9,3,0.1,NaN,-7
56,2/26/93,3,3.1,0.1,450,-8
56,2/26/93,3.1,3.2,0.1,372,-8
56,2/26/93,3.2,3.3,0.1,365,-8
56,2/26/93,3.3,3.4,0.1,325,-9
56,2/26/93,3.4,3.5,0.1,410,-9
56,2/26/93,3.5,3.6,0.1,405,-10
56,2/26/93,3.6,3.7,0.1,297,-10
56,2/26/93,3.7,3.8,0.1,353,-10.5
56,2/26/93,3.8,3.9,0.1,267,-10
56,2/26/93,3.9,4,0.1,241,-10
56,2/26/93,4,4.1,0.1,166,-10
56,2/26/93,4.1,4.1,0,NaN,-9
58,2/26/93,0,0.1,0.1,311,-5
58,2/26/93,0.1,0.2,0.1,327,-6
58,2/26/93,0.2,0.3,0.1,346,-7
58,2/26/93,0.3,0.4,0.1,359,-8
58,2/26/93,0.4,0.5,0.1,248,-9
58,2/26/93,0.5,0.59,0.09,244,-9
58,2/26/93,0.59,0.59,0,NaN,-9
7,3/4/93,0,0,0,NaN,-4
7,3/4/93,0,0.1,0.1,NaN,-5
7,3/4/93,0.1,0.2,0.1,415,-5
7,3/4/93,0.2,0.3,0.1,415,-5.5
7,3/4/93,0.3,0.4,0.1,338,-6
7,3/4/93,0.4,0.49,0.09,326,-6
7,3/4/93,0.49,0.49,0,NaN,-6.5
28,3/4/93,0,0,0,NaN,-5
28,3/4/93,0,0.1,0.1,306,-6
28,3/4/93,0.1,0.2,0.1,363,-7
28,3/4/93,0.2,0.3,0.1,348,-6
28,3/4/93,0.3,0.3,0,NaN,-3
35,3/4/93,0,0,0,NaN,-0.5
35,3/4/93,0,0.15,0.15,382,-1
35,3/4/93,0.15,0.25,0.1,394,-2
35,3/4/93,0.25,0.35,0.1,434,-2
35,3/4/93,0.35,0.45,0.1,425,-2.5
35,3/4/93,0.45,0.55,0.1,370,-3
35,3/4/93,0.55,0.65,0.1,381,-3
35,3/4/93,0.65,0.75,0.1,387,-3.5
35,3/4/93,0.75,0.85,0.1,392,-4
35,3/4/93,0.85,0.95,0.1,427,-4
35,3/4/93,0.95,1.05,0.1,429,-4.5
35,3/4/93,1.05,1.15,0.1,455,-5
35,3/4/93,1.15,1.25,0.1,419,-5
35,3/4/93,1.25,1.35,0.1,345,-5.5
35,3/4/93,1.35,1.45,0.1,355,-6
35,3/4/93,1.45,1.55,0.1,363,-6
35,3/4/93,1.55,1.65,0.1,358,-7
35,3/4/93,1.65,1.75,0.1,338,-8
35,3/4/93,1.75,1.85,0.1,347,-8.5
35,3/4/93,1.85,1.95,0.1,344,-9
35,3/4/93,1.95,2.05,0.1,305,-7
35,3/4/93,2.05,2.15,0.1,246,-6.5
35,3/4/93,2.15,2.15,0,NaN,-6
37,3/4/93,0,0.1,0.1,NaN,-3
37,3/4/93,0.1,0.2,0.1,NaN,-3
37,3/4/93,0.2,0.3,0.1,NaN,-4
37,3/4/93,0.3,0.4,0.1,NaN,-4.5
37,3/4/93,0.4,0.5,0.1,334,-5
37,3/4/93,0.5,0.6,0.1,318,-6.5
37,3/4/93,0.6,0.7,0.1,307,-7
37,3/4/93,0.7,0.8,0.1,263,-6
37,3/4/93,0.8,0.8,0,NaN,-4
16,3/11/93,0,0,0,NaN,-2
16,3/11/93,0,0.1,0.1,342,-3
16,3/11/93,0.1,0.2,0.1,384,-4
16,3/11/93,0.2,0.3,0.1,469,-4
16,3/11/93,0.3,0.4,0.1,448,-4
16,3/11/93,0.4,0.5,0.1,421,-4
16,3/11/93,0.5,0.6,0.1,414,-4
16,3/11/93,0.6,0.7,0.1,388,-4.5
16,3/11/93,0.7,0.8,0.1,369,-5
16,3/11/93,0.8,0.9,0.1,343,-5
16,3/11/93,0.9,1,0.1,370,-5
16,3/11/93,1,1.1,0.1,282,-5
16,3/11/93,1.1,1.2,0.1,281,-5
16,3/11/93,1.2,1.3,0.1,127,-4
16,3/11/93,1.3,1.35,0.05,NaN,-3
16,3/11/93,1.35,1.35,0,NaN,-3
37,3/11/93,0,0,0,NaN,-2
37,3/11/93,0,0.1,0.1,375,-3
37,3/11/93,0.1,0.2,0.1,370,-3
37,3/11/93,0.2,0.3,0.1,418,-3
37,3/11/93,0.3,0.4,0.1,358,-4
37,3/11/93,0.4,0.5,0.1,343,-4
37,3/11/93,0.5,0.6,0.1,330,-5
37,3/11/93,0.6,0.7,0.1,358,-5
37,3/11/93,0.7,0.8,0.1,238,-3
37,3/11/93,0.8,0.86,0.06,120,-3
37,3/11/93,0.86,0.86,0,NaN,-4
16,3/18/93,0,0,0,NaN,-1.5
16,3/18/93,0,0.1,0.1,470,-2.5
16,3/18/93,0.1,0.2,0.1,470,-3
16,3/18/93,0.2,0.3,0.1,470,-3
16,3/18/93,0.3,0.4,0.1,470,-3
16,3/18/93,0.4,0.5,0.1,440,-3.5
16,3/18/93,0.5,0.6,0.1,440,-4
16,3/18/93,0.6,0.7,0.1,410,-4
16,3/18/93,0.7,0.8,0.1,400,-4
16,3/18/93,0.8,0.9,0.1,384,-4.5
16,3/18/93,0.9,1,0.1,385,-4.5
16,3/18/93,1,1.1,0.1,335,-5
16,3/18/93,1.1,1.2,0.1,330,-4.5
16,3/18/93,1.2,1.3,0.1,350,-4.5
16,3/18/93,1.3,1.4,0.1,295,-3.5
16,3/18/93,1.4,1.49,0.09,296,-2
16,3/18/93,1.49,1.49,0,NaN,-3
16,4/1/93,0,0,0,NaN,-1
16,4/1/93,0,0.1,0.1,350,-2
16,4/1/93,0.1,0.2,0.1,500,-2
16,4/1/93,0.2,0.3,0.1,500,-2
16,4/1/93,0.3,0.4,0.1,500,-2
16,4/1/93,0.4,0.5,0.1,372,-2.5
16,4/1/93,0.5,0.6,0.1,392,-2.5
16,4/1/93,0.6,0.7,0.1,410,-3
16,4/1/93,0.7,0.8,0.1,407,-3
16,4/1/93,0.8,0.9,0.1,439,-3
16,4/1/93,0.9,1,0.1,402,-3
16,4/1/93,1,1.1,0.1,408,-3
16,4/1/93,1.1,1.2,0.1,397,-3
16,4/1/93,1.2,1.3,0.1,400,-3
16,4/1/93,1.3,1.4,0.1,348,-3.5
16,4/1/93,1.4,1.5,0.1,261,-4
16,4/1/93,1.5,1.6,0.1,151,-3.5
16,4/1/93,1.6,1.7,0.1,208,-2
16,4/1/93,1.7,1.7,0,NaN,0
37,4/1/93,0,0,0,NaN,-1.5
37,4/1/93,0,0.1,0.1,352,-2
37,4/1/93,0.1,0.2,0.1,352,-2.5
37,4/1/93,0.2,0.3,0.1,352,-2.5
37,4/1/93,0.3,0.4,0.1,352,-2.5
37,4/1/93,0.4,0.5,0.1,350,-2.5
37,4/1/93,0.5,0.6,0.1,388,-3
37,4/1/93,0.6,0.7,0.1,395,-3
37,4/1/93,0.7,0.8,0.1,260,-2.5
37,4/1/93,0.8,0.9,0.1,180,-2
37,4/1/93,0.9,0.93,0.03,NaN,-1
37,4/1/93,0.93,0.93,0,NaN,-1
16,4/8/93,0,0,0,NaN,-2.5
16,4/8/93,0,0.1,0.1,NaN,-3
16,4/8/93,0.1,0.2,0.1,NaN,-3
16,4/8/93,0.2,0.3,0.1,NaN,-3
16,4/8/93,0.3,0.4,0.1,NaN,-3
16,4/8/93,0.4,0.5,0.1,NaN,-3.5
16,4/8/93,0.5,0.6,0.1,NaN,-3.5
16,4/8/93,0.6,0.7,0.1,NaN,-3.5
16,4/8/93,0.7,0.8,0.1,NaN,-3.5
16,4/8/93,0.8,0.9,0.1,NaN,-4
16,4/8/93,0.9,1,0.1,NaN,-4
16,4/8/93,1,1.1,0.1,NaN,-4
16,4/8/93,1.1,1.2,0.1,NaN,-4
16,4/8/93,1.2,1.3,0.1,NaN,-4.5
16,4/8/93,1.3,1.4,0.1,NaN,-5
16,4/8/93,1.4,1.5,0.1,NaN,-6
16,4/8/93,1.5,1.6,0.1,NaN,-7
16,4/8/93,1.6,1.67,0.07,NaN,-4
16,4/8/93,1.67,1.67,0,NaN,-3
27,4/8/93,0,0,0,NaN,-4.5
27,4/8/93,0,0.1,0.1,NaN,-5.5
27,4/8/93,0.1,0.2,0.1,NaN,-5.5
27,4/8/93,0.2,0.3,0.1,NaN,-6
27,4/8/93,0.3,0.4,0.1,NaN,-6
27,4/8/93,0.4,0.5,0.1,NaN,-6.5
27,4/8/93,0.5,0.61,0.11,NaN,-6
27,4/8/93,0.61,0.61,0,NaN,-4
16,4/20/93,0,0,0,NaN,-1.8
16,4/20/93,0,0.1,0.1,NaN,-2.4
16,4/20/93,0.1,0.2,0.1,460,-2.7
16,4/20/93,0.2,0.3,0.1,465,-2.8
16,4/20/93,0.3,0.4,0.1,455,-3
16,4/20/93,0.4,0.5,0.1,390,-3.1
16,4/20/93,0.5,0.6,0.1,400,-3.3
16,4/20/93,0.6,0.7,0.1,420,-3.5
16,4/20/93,0.7,0.8,0.1,445,-3.6
16,4/20/93,0.8,0.9,0.1,425,-3.8
16,4/20/93,0.9,1,0.1,420,-4
16,4/20/93,1,1.1,0.1,445,-4.1
16,4/20/93,1.1,1.2,0.1,405,-4.2
16,4/20/93,1.2,1.3,0.1,399,-4.4
16,4/20/93,1.3,1.4,0.1,337,-4.6
16,4/20/93,1.4,1.5,0.1,398,-4.8
16,4/20/93,1.5,1.6,0.1,410,-4.9
16,4/20/93,1.6,1.7,0.1,346,-4.8
16,4/20/93,1.7,1.8,0.1,275,-6.1
16,4/20/93,1.8,1.9,0.1,312,-7.2
16,4/20/93,1.9,2,0.1,280,-6.8
16,4/20/93,2,2.05,0.05,285,-5
16,4/20/93,2.05,2.05,0,NaN,-4.4
27,4/20/93,0,0,0,NaN,-2.5
27,4/20/93,0,0.1,0.1,360,-3.1
27,4/20/93,0.1,0.2,0.1,355,-3.3
27,4/20/93,0.2,0.3,0.1,336,-3.6
27,4/20/93,0.3,0.4,0.1,327,-4.1
27,4/20/93,0.4,0.5,0.1,317,-4.6
27,4/20/93,0.5,0.6,0.1,317,-5.4
27,4/20/93,0.6,0.7,0.1,230,-5.6
27,4/20/93,0.7,0.8,0.1,219,-4.9
27,4/20/93,0.8,0.8,0,NaN,-5.8
16,4/29/93,0,0,0,NaN,-1.8
16,4/29/93,0,0.1,0.1,372,-2.2
16,4/29/93,0.1,0.2,0.1,431,-2.4
16,4/29/93,0.2,0.3,0.1,470,-2.5
16,4/29/93,0.3,0.4,0.1,470,-2.8
16,4/29/93,0.4,0.5,0.1,450,-3
16,4/29/93,0.5,0.6,0.1,428,-3.1
16,4/29/93,0.6,0.7,0.1,455,-3.2
16,4/29/93,0.7,0.8,0.1,425,-3.3
16,4/29/93,0.8,0.9,0.1,440,-3.5
16,4/29/93,0.9,1,0.1,428,-3.6
16,4/29/93,1,1.1,0.1,450,-3.6
16,4/29/93,1.1,1.2,0.1,435,-3.7
16,4/29/93,1.2,1.3,0.1,445,-3.8
16,4/29/93,1.3,1.4,0.1,366,-3.9
16,4/29/93,1.4,1.5,0.1,390,-3.9
16,4/29/93,1.5,1.6,0.1,410,-4
16,4/29/93,1.6,1.7,0.1,380,-4.2
16,4/29/93,1.7,1.8,0.1,312,-4.8
16,4/29/93,1.8,1.9,0.1,360,-5.4
16,4/29/93,1.9,2,0.1,300,-5.3
16,4/29/93,2,2.05,0.05,270,-3.3
16,4/29/93,2.05,2.05,0,NaN,-3.5
27,4/29/93,0,0,0,NaN,-1.4
27,4/29/93,0,0.1,0.1,350,-2.2
27,4/29/93,0.1,0.2,0.1,400,-2.5
27,4/29/93,0.2,0.3,0.1,352,-2.5
27,4/29/93,0.3,0.4,0.1,329,-2.8
27,4/29/93,0.4,0.5,0.1,426,-3.3
27,4/29/93,0.5,0.6,0.1,325,-3.8
27,4/29/93,0.6,0.7,0.1,365,-4
27,4/29/93,0.7,0.8,0.1,342,-2.3
27,4/29/93,0.8,0.85,0.05,320,-0.3
27,4/29/93,0.85,0.85,0,NaN,-0.3
84,5/5/93,0,0,0,NaN,0
84,5/5/93,0,0.1,0.1,400,0
84,5/5/93,0.1,0.2,0.1,397,0
84,5/5/93,0.2,0.3,0.1,491,0
84,5/5/93,0.3,0.4,0.1,483,-1
84,5/5/93,0.4,0.5,0.1,415,-1
84,5/5/93,0.5,0.6,0.1,470,-1
84,5/5/93,0.6,0.7,0.1,406,-1
84,5/5/93,0.7,0.8,0.1,384,-1
84,5/5/93,0.8,0.9,0.1,469,-1
84,5/5/93,0.9,1,0.1,429,-1
84,5/5/93,1,1.1,0.1,387,-0.5
84,5/5/93,1.1,1.2,0.1,391,-0.5
84,5/5/93,1.2,1.3,0.1,408,0
84,5/5/93,1.3,1.4,0.1,388,-0.5
84,5/5/93,1.4,1.5,0.1,417,0
84,5/5/93,1.5,1.6,0.1,408,0
84,5/5/93,1.6,1.6,0,NaN,0
85,5/5/93,0,0.1,0.1,350,0
85,5/5/93,0.1,0.2,0.1,350,0
85,5/5/93,0.2,0.3,0.1,355,0
85,5/5/93,0.3,0.4,0.1,415,-0.5
85,5/5/93,0.4,0.5,0.1,398,-0.5
85,5/5/93,0.5,0.6,0.1,468,-1
85,5/5/93,0.6,0.7,0.1,457,0
85,5/5/93,0.7,0.8,0.1,463,-0.5
85,5/5/93,0.8,0.9,0.1,432,0
85,5/5/93,0.9,1,0.1,398,-0.5
85,5/5/93,1,1.1,0.1,436,0
85,5/5/93,1.1,1.2,0.1,395,0
85,5/5/93,1.2,1.3,0.1,464,0
85,5/5/93,1.3,1.37,0.07,446,-0.5
86,5/5/93,0,0,0,NaN,-2
86,5/5/93,0,0.1,0.1,360,-2
86,5/5/93,0.1,0.2,0.1,360,-2.5
86,5/5/93,0.2,0.3,0.1,376,-3
86,5/5/93,0.3,0.4,0.1,399,-3
86,5/5/93,0.4,0.5,0.1,460,-4
86,5/5/93,0.5,0.6,0.1,450,-4
86,5/5/93,0.6,0.7,0.1,435,-4
86,5/5/93,0.7,0.8,0.1,445,-4
86,5/5/93,0.8,0.9,0.1,435,-4
86,5/5/93,0.9,1,0.1,446,-4
86,5/5/93,1,1.1,0.1,415,-4
86,5/5/93,1.1,1.2,0.1,410,-3.5
86,5/5/93,1.2,1.3,0.1,363,-3
86,5/5/93,1.3,1.4,0.1,365,-1.5
86,5/5/93,1.4,1.5,0.1,398,-1
86,5/5/93,1.5,1.6,0.1,422,-1
86,5/5/93,1.6,1.7,0.1,435,-1
86,5/5/93,1.7,1.8,0.1,349,-1
86,5/5/93,1.8,1.9,0.1,331,0
86,5/5/93,1.9,2,0.1,362,0
86,5/5/93,2,2.1,0.1,398,0
86,5/5/93,2.1,2.2,0.1,350,0
86,5/5/93,2.2,2.2,0,NaN,0
87,5/5/93,0,0.1,0.1,NaN,-3.5
87,5/5/93,0.1,0.2,0.1,385,-4
87,5/5/93,0.2,0.3,0.1,385,-4
87,5/5/93,0.3,0.4,0.1,400,-4
87,5/5/93,0.4,0.5,0.1,410,-4.5
87,5/5/93,0.5,0.6,0.1,370,-4.5
87,5/5/93,0.6,0.7,0.1,390,-4.5
87,5/5/93,0.7,0.8,0.1,340,-5
87,5/5/93,0.8,0.9,0.1,310,-5
87,5/5/93,0.9,1,0.1,345,-4.5
87,5/5/93,1,1.1,0.1,370,-4.5
87,5/5/93,1.1,1.2,0.1,350,-4.5
87,5/5/93,1.2,1.3,0.1,360,-4
87,5/5/93,1.3,1.4,0.1,360,-4
87,5/5/93,1.4,1.5,0.1,300,-4
87,5/5/93,1.5,1.6,0.1,280,-3.5
87,5/5/93,1.6,1.7,0.1,255,-2.5
87,5/5/93,1.7,1.8,0.1,250,-2
87,5/5/93,1.8,1.8,0,NaN,0
88,5/5/93,0,0.1,0.1,390,-0.8
88,5/5/93,0.1,0.2,0.1,390,-1
88,5/5/93,0.2,0.3,0.1,480,-1.5
88,5/5/93,0.3,0.4,0.1,405,-2
88,5/5/93,0.4,0.5,0.1,415,-3
88,5/5/93,0.5,0.6,0.1,405,-3
88,5/5/93,0.6,0.7,0.1,420,-3
88,5/5/93,0.7,0.8,0.1,420,-3
88,5/5/93,0.8,0.9,0.1,440,-3
88,5/5/93,0.9,1,0.1,440,-2.5
88,5/5/93,1,1.1,0.1,425,-2
88,5/5/93,1.1,1.2,0.1,365,-2
88,5/5/93,1.2,1.3,0.1,350,-1
88,5/5/93,1.3,1.4,0.1,365,-0.5
88,5/5/93,1.4,1.5,0.1,390,0
88,5/5/93,1.5,1.6,0.1,400,0
88,5/5/93,1.6,1.7,0.1,375,0
88,5/5/93,1.7,1.8,0.1,370,0
88,5/5/93,1.8,1.85,0.05,380,-1
88,5/5/93,1.85,1.85,0,NaN,-2
18,5/6/93,0,0,0,NaN,-1
18,5/6/93,0,0.1,0.1,NaN,-1
18,5/6/93,0.1,0.2,0.1,370,-1
18,5/6/93,0.2,0.3,0.1,335,-1
18,5/6/93,0.3,0.4,0.1,365,-1.5
18,5/6/93,0.4,0.5,0.1,350,-1.5
18,5/6/93,0.5,0.6,0.1,385,-2
18,5/6/93,0.6,0.7,0.1,415,-2
18,5/6/93,0.7,0.8,0.1,435,-2
18,5/6/93,0.8,0.9,0.1,420,-2
18,5/6/93,0.9,1,0.1,470,-2
18,5/6/93,1,1.1,0.1,450,-2.5
18,5/6/93,1.1,1.2,0.1,440,-2.5
18,5/6/93,1.2,1.3,0.1,460,-2.5
18,5/6/93,1.3,1.4,0.1,444,-2.5
18,5/6/93,1.4,1.5,0.1,427,-3
18,5/6/93,1.5,1.6,0.1,430,-3
18,5/6/93,1.6,1.7,0.1,445,-3
18,5/6/93,1.7,1.8,0.1,420,-3
18,5/6/93,1.8,1.9,0.1,385,-2.5
18,5/6/93,1.9,2,0.1,430,-2.5
18,5/6/93,2,2.1,0.1,443,-2.5
18,5/6/93,2.1,2.2,0.1,425,-2
18,5/6/93,2.2,2.3,0.1,405,-2
18,5/6/93,2.3,2.4,0.1,420,-1.5
18,5/6/93,2.4,2.5,0.1,365,-1.5
18,5/6/93,2.5,2.6,0.1,430,-1
18,5/6/93,2.6,2.7,0.1,420,-1
18,5/6/93,2.7,2.8,0.1,393,-0.5
18,5/6/93,2.8,2.9,0.1,410,-0.5
18,5/6/93,2.9,3,0.1,422,-0.5
18,5/6/93,3,3.1,0.1,505,-0.5
18,5/6/93,3.1,3.2,0.1,400,0
18,5/6/93,3.2,3.3,0.1,350,0
18,5/6/93,3.3,3.4,0.1,415,0
18,5/6/93,3.4,3.5,0.1,NaN,0
18,5/6/93,3.5,3.5,0,NaN,-1
16,5/7/93,0,0,0,NaN,0
16,5/7/93,0,0.1,0.1,NaN,-1
16,5/7/93,0.1,0.2,0.1,447,-0.5
16,5/7/93,0.2,0.3,0.1,495,-1
16,5/7/93,0.3,0.4,0.1,414,-1
16,5/7/93,0.4,0.5,0.1,435,-1
16,5/7/93,0.5,0.6,0.1,430,-1
16,5/7/93,0.6,0.7,0.1,447,-1
16,5/7/93,0.7,0.8,0.1,463,-1
16,5/7/93,0.8,0.9,0.1,448,-1
16,5/7/93,0.9,1,0.1,436,-1
16,5/7/93,1,1.1,0.1,444,-0.5
16,5/7/93,1.1,1.2,0.1,420,0
16,5/7/93,1.2,1.3,0.1,423,0
16,5/7/93,1.3,1.4,0.1,412,0
16,5/7/93,1.4,1.5,0.1,415,0
16,5/7/93,1.5,1.6,0.1,401,0
16,5/7/93,1.6,1.7,0.1,398,-1
16,5/7/93,1.7,1.8,0.1,351,-1
16,5/7/93,1.8,1.9,0.1,342,0
26,5/7/93,0,0,0,NaN,0
26,5/7/93,0,0.1,0.1,448,0
26,5/7/93,0.1,0.2,0.1,437,0
26,5/7/93,0.2,0.3,0.1,450,0
26,5/7/93,0.3,0.4,0.1,455,0
26,5/7/93,0.4,0.5,0.1,440,0
26,5/7/93,0.5,0.6,0.1,411,0
26,5/7/93,0.6,0.7,0.1,402,0
26,5/7/93,0.7,0.8,0.1,365,0
26,5/7/93,0.8,0.9,0.1,380,-1
26,5/7/93,0.9,1,0.1,428,-1
26,5/7/93,1,1.1,0.1,425,0
26,5/7/93,1.1,1.1,0,NaN,0
36,5/7/93,0,0,0,NaN,-0.5
36,5/7/93,0,0.1,0.1,355,-2
36,5/7/93,0.1,0.2,0.1,415,-1
36,5/7/93,0.2,0.3,0.1,415,-1
36,5/7/93,0.3,0.4,0.1,385,-0.5
36,5/7/93,0.4,0.5,0.1,395,0
36,5/7/93,0.5,0.6,0.1,435,0
36,5/7/93,0.6,0.7,0.1,445,0
36,5/7/93,0.7,0.8,0.1,402,0
36,5/7/93,0.8,0.9,0.1,395,0
36,5/7/93,0.9,1,0.1,438,0
36,5/7/93,1,1.1,0.1,357,-1
36,5/7/93,1.1,1.2,0.1,385,-1
36,5/7/93,1.2,1.3,0.1,340,0
36,5/7/93,1.3,1.35,0.05,415,0
36,5/7/93,1.35,1.35,0,NaN,0
46,5/7/93,0,0.1,0.1,355,-3
46,5/7/93,0.1,0.2,0.1,355,-3
46,5/7/93,0.2,0.3,0.1,355,-3
46,5/7/93,0.3,0.4,0.1,355,-3
46,5/7/93,0.4,0.5,0.1,445,-3
46,5/7/93,0.5,0.6,0.1,445,-3
46,5/7/93,0.6,0.7,0.1,445,-4
46,5/7/93,0.7,0.8,0.1,445,-4
46,5/7/93,0.8,0.9,0.1,445,-4
46,5/7/93,0.9,1,0.1,445,-4
46,5/7/93,1,1.1,0.1,445,-4
46,5/7/93,1.1,1.2,0.1,445,-4
46,5/7/93,1.2,1.3,0.1,445,-4
46,5/7/93,1.3,1.4,0.1,445,-4
46,5/7/93,1.4,1.5,0.1,445,-4
46,5/7/93,1.5,1.6,0.1,430,-4.5
46,5/7/93,1.6,1.7,0.1,430,-4.5
46,5/7/93,1.7,1.8,0.1,430,-4.5
46,5/7/93,1.8,1.9,0.1,440,-4.5
46,5/7/93,1.9,2,0.1,410,-4.5
46,5/7/93,2,2.1,0.1,400,-4
46,5/7/93,2.1,2.2,0.1,395,-3.5
46,5/7/93,2.2,2.3,0.1,420,-3
46,5/7/93,2.3,2.4,0.1,335,-3
46,5/7/93,2.4,2.5,0.1,300,-3
46,5/7/93,2.5,2.6,0.1,355,-3
46,5/7/93,2.6,2.7,0.1,365,-3
46,5/7/93,2.7,2.8,0.1,320,-3
46,5/7/93,2.8,2.9,0.1,340,-3
46,5/7/93,2.9,3,0.1,372,-3
46,5/7/93,3,3.1,0.1,350,-3
46,5/7/93,3.1,3.2,0.1,325,-3.5
46,5/7/93,3.2,3.25,0.05,350,-4
16,5/12/93,0,0,0,NaN,0
16,5/12/93,0,0.1,0.1,350,0
16,5/12/93,0.1,0.2,0.1,380,0
16,5/12/93,0.2,0.3,0.1,465,-0.5
16,5/12/93,0.3,0.4,0.1,450,-0.5
16,5/12/93,0.4,0.5,0.1,415,-0.5
16,5/12/93,0.5,0.6,0.1,425,-0.5
16,5/12/93,0.6,0.7,0.1,450,-1
16,5/12/93,0.7,0.8,0.1,400,-0.5
16,5/12/93,0.8,0.9,0.1,475,-0.5
16,5/12/93,0.9,1,0.1,440,-0.5
16,5/12/93,1,1.1,0.1,430,-0.5
16,5/12/93,1.1,1.2,0.1,460,-0.5
16,5/12/93,1.2,1.3,0.1,410,0
16,5/12/93,1.3,1.4,0.1,405,0
16,5/12/93,1.4,1.5,0.1,480,0
16,5/12/93,1.5,1.6,0.1,400,0
16,5/12/93,1.6,1.7,0.1,450,0
16,5/12/93,1.7,1.8,0.1,420,0
16,5/12/93,1.8,1.9,0.1,380,0
16,5/12/93,1.9,1.9,0,NaN,0
27,5/12/93,0,0.1,0.1,390,0
27,5/12/93,0.1,0.2,0.1,415,0
27,5/12/93,0.2,0.3,0.1,365,0
27,5/12/93,0.3,0.4,0.1,330,0
27,5/12/93,0.4,0.5,0.1,400,0
27,5/12/93,0.5,0.6,0.1,425,0
27,5/12/93,0.6,0.6,0,NaN,0
26,5/14/93,0,0,0,NaN,0
26,5/14/93,0,0.1,0.1,400,0
26,5/14/93,0.1,0.2,0.1,450,0
26,5/14/93,0.2,0.3,0.1,460,0
26,5/14/93,0.3,0.4,0.1,440,0
26,5/14/93,0.4,0.5,0.1,430,0
26,5/14/93,0.5,0.6,0.1,410,0
26,5/14/93,0.6,0.7,0.1,490,0
26,5/14/93,0.7,0.8,0.1,465,0
26,5/14/93,0.8,0.9,0.1,560,0
26,5/14/93,0.9,0.95,0.05,414,0
26,5/14/93,0.95,0.95,0,NaN,0
36,5/14/93,0,0,0,NaN,0
36,5/14/93,0,0.1,0.1,410,0
36,5/14/93,0.1,0.2,0.1,418,0
36,5/14/93,0.2,0.3,0.1,465,0
36,5/14/93,0.3,0.4,0.1,438,0
36,5/14/93,0.4,0.5,0.1,447,0
36,5/14/93,0.5,0.6,0.1,480,0
36,5/14/93,0.6,0.7,0.1,441,0
36,5/14/93,0.7,0.8,0.1,495,0
36,5/14/93,0.8,0.9,0.1,445,0
36,5/14/93,0.9,1,0.1,434,0
36,5/14/93,1,1.1,0.1,455,0
36,5/14/93,1.1,1.2,0.1,396,0
36,5/14/93,1.2,1.3,0.1,447,0
36,5/14/93,1.3,1.4,0.1,453,0
36,5/14/93,1.4,1.4,0,NaN,0
81,5/14/93,0,0,0,NaN,0
81,5/14/93,0,0.1,0.1,NaN,0
81,5/14/93,0.1,0.2,0.1,NaN,0
81,5/14/93,0.2,0.3,0.1,NaN,0
81,5/14/93,0.3,0.4,0.1,NaN,0
81,5/14/93,0.4,0.5,0.1,NaN,0
81,5/14/93,0.5,0.6,0.1,NaN,0
81,5/14/93,0.6,0.7,0.1,NaN,0
81,5/14/93,0.7,0.7,0,NaN,0
83,5/14/93,0,0,0,NaN,0
83,5/14/93,0,0.1,0.1,NaN,0
83,5/14/93,0.1,0.2,0.1,400,0
83,5/14/93,0.2,0.3,0.1,434,0
83,5/14/93,0.3,0.4,0.1,460,0
83,5/14/93,0.4,0.5,0.1,470,0
83,5/14/93,0.5,0.6,0.1,477,0
83,5/14/93,0.6,0.7,0.1,470,0
83,5/14/93,0.7,0.8,0.1,473,0
83,5/14/93,0.8,0.9,0.1,500,0
83,5/14/93,0.9,1,0.1,415,0
83,5/14/93,1,1.1,0.1,512,0
83,5/14/93,1.1,1.2,0.1,494,0
83,5/14/93,1.2,1.3,0.1,397,0
83,5/14/93,1.3,1.4,0.1,439,0
83,5/14/93,1.4,1.5,0.1,471,0
83,5/14/93,1.5,1.6,0.1,457,0
83,5/14/93,1.6,1.7,0.1,510,0
83,5/14/93,1.7,1.7,0,NaN,0
16,5/17/93,0,0,0,NaN,0
16,5/17/93,0,0.1,0.1,410,0
16,5/17/93,0.1,0.2,0.1,420,0
16,5/17/93,0.2,0.3,0.1,485,0
16,5/17/93,0.3,0.4,0.1,480,0
16,5/17/93,0.4,0.5,0.1,452,0
16,5/17/93,0.5,0.6,0.1,480,0
