loc_code,date,ht_bottom_horizon,ht_top_horizon,horizon_thickness,meas_wt,meas_temp
6,5/29/96,0.5,0.6,0.1,475,0
6,5/29/96,0.6,0.7,0.1,474,0
6,5/29/96,0.7,0.8,0.1,568,0
6,5/29/96,0.8,0.9,0.1,504,0
6,5/29/96,0.9,1.1,0.2,524,0
6,5/29/96,1.1,1.2,0.1,525,0
6,5/29/96,1.2,1.3,0.1,519,0
6,5/29/96,1.3,1.4,0.1,547,0
6,5/29/96,1.4,1.5,0.1,539,0
6,5/29/96,1.5,1.6,0.1,480,0
6,5/29/96,1.6,1.7,0.1,602,0
6,5/29/96,1.7,1.8,0.1,523,0
6,5/29/96,1.8,1.9,0.1,330,-0.5
6,5/29/96,1.9,2,0.1,380,-1
6,5/29/96,2,2.1,0.1,356,-1
6,5/29/96,2.1,2.2,0.1,376,0
6,5/29/96,2.2,2.2,0,NaN,0
6,6/6/96,0,0.1,0.1,622,0
6,6/6/96,0.1,0.2,0.1,480,0
6,6/6/96,0.2,0.3,0.1,528,0
6,6/6/96,0.3,0.4,0.1,490,0
6,6/6/96,0.4,0.5,0.1,521,0
6,6/6/96,0.5,0.6,0.1,523,0
6,6/6/96,0.6,0.7,0.1,505,0
6,6/6/96,0.7,0.8,0.1,500,0
6,6/6/96,0.8,0.9,0.1,560,0
6,6/6/96,0.9,1,0.1,530,0
6,6/6/96,1,1.1,0.1,499,0
6,6/6/96,1.1,1.2,0.1,546,0
6,6/6/96,1.2,1.3,0.1,535,0
6,6/6/96,1.3,1.4,0.1,529,0
6,6/6/96,1.4,1.5,0.1,503,0
6,6/6/96,1.5,1.6,0.1,522,0
6,6/6/96,1.6,1.7,0.1,541,0
6,6/6/96,1.7,1.77,0.07,524,0
6,6/13/96,0,0.1,0.1,470,0
6,6/13/96,0.1,0.2,0.1,470,0
6,6/13/96,0.2,0.3,0.1,450,0
6,6/13/96,0.3,0.4,0.1,483,0
6,6/13/96,0.4,0.5,0.1,466,0
6,6/13/96,0.5,0.6,0.1,505,0
6,6/13/96,0.6,0.7,0.1,487,0
6,6/13/96,0.7,0.8,0.1,496,0
6,6/13/96,0.8,0.9,0.1,495,0
6,6/13/96,0.9,1,0.1,520,0
6,6/13/96,1,1.1,0.1,525,0
6,6/13/96,1.1,1.2,0.1,535,0
6,6/13/96,1.2,1.3,0.1,550,0
6,6/13/96,1.3,1.4,0.1,510,0
6,6/21/96,0,0.1,0.1,647,0
6,6/21/96,0.1,0.2,0.1,647,0
6,6/21/96,0.2,0.3,0.1,465,0
6,6/21/96,0.3,0.4,0.1,503,0
6,6/21/96,0.4,0.5,0.1,507,0
6,6/21/96,0.5,0.6,0.1,546,0
6,6/21/96,0.6,0.7,0.1,521,0
6,6/21/96,0.7,0.8,0.1,485,0
6,6/21/96,0.8,0.88,0.08,505,0
6,1/24/97,0,0,0,NaN,-1.5
6,1/24/97,0,0.1,0.1,305,-3
6,1/24/97,0.1,0.2,0.1,325,-3.5
6,1/24/97,0.2,0.3,0.1,370,-4.5
6,1/24/97,0.3,0.4,0.1,385,-5
6,1/24/97,0.4,0.5,0.1,380,-6.5
6,1/24/97,0.5,0.6,0.1,375,-6.5
6,1/24/97,0.6,0.7,0.1,325,-7
6,1/24/97,0.7,0.8,0.1,390,-8
6,1/24/97,0.8,0.9,0.1,371,-10
6,1/24/97,0.9,1,0.1,369,-13
6,1/31/97,0,0.1,0.1,383,-5
6,1/31/97,0.1,0.2,0.1,446,-5
6,1/31/97,0.2,0.3,0.1,400,-5.5
6,1/31/97,0.3,0.4,0.1,419,-5.5
6,1/31/97,0.4,0.5,0.1,395,-6
6,1/31/97,0.5,0.6,0.1,392,-6.5
6,1/31/97,0.6,0.7,0.1,367,-7
6,1/31/97,0.7,0.8,0.1,392,-7
6,1/31/97,0.8,0.9,0.1,386,-8
6,1/31/97,0.9,1,0.1,386,-8
6,1/31/97,1,1.1,0.1,424,-8
6,1/31/97,1.1,1.21,0.11,323,-7.5
6,2/7/97,0,0,0,NaN,-1
6,2/7/97,0,0.1,0.1,394,-2
6,2/7/97,0.1,0.2,0.1,397,-2
6,2/7/97,0.2,0.3,0.1,433,-3.5
6,2/7/97,0.3,0.4,0.1,424,-3.5
6,2/7/97,0.4,0.5,0.1,436,-4.5
6,2/7/97,0.5,0.6,0.1,451,-5
6,2/7/97,0.6,0.7,0.1,406,-5.5
6,2/7/97,0.7,0.8,0.1,393,-7.5
6,2/7/97,0.8,0.9,0.1,406,-7
6,2/7/97,0.9,1,0.1,402,-8
6,2/7/97,1,1.1,0.1,347,-9.5
6,2/7/97,1.1,1.23,0.13,348,-9
6,2/14/97,0,0,0,NaN,-1
6,2/14/97,0,0.1,0.1,310,-2
6,2/14/97,0.1,0.2,0.1,358,-2.5
6,2/14/97,0.2,0.3,0.1,383,-3.5
6,2/14/97,0.3,0.4,0.1,394,-4.5
6,2/14/97,0.4,0.5,0.1,387,-5
6,2/14/97,0.5,0.6,0.1,365,-6
6,2/14/97,0.6,0.7,0.1,393,-6
6,2/14/97,0.7,0.8,0.1,370,-7.5
6,2/14/97,0.8,0.9,0.1,375,-8
6,2/14/97,0.9,1,0.1,385,-9
6,2/14/97,1,1.1,0.1,349,-12
6,2/14/97,1.1,1.23,0.13,302,-14
6,2/20/97,0,0,0,NaN,-1.5
6,2/20/97,0,0.1,0.1,357,-2
6,2/20/97,0.1,0.2,0.1,372,-3
6,2/20/97,0.2,0.3,0.1,391,-3.5
6,2/20/97,0.3,0.4,0.1,388,-4
6,2/20/97,0.4,0.5,0.1,406,-4.5
6,2/20/97,0.5,0.6,0.1,407,-5.5
6,2/20/97,0.6,0.7,0.1,422,-6
6,2/20/97,0.7,0.8,0.1,363,-6.5
6,2/20/97,0.8,0.9,0.1,381,-7
6,2/20/97,0.9,1,0.1,383,-7.5
6,2/20/97,1,1.1,0.1,387,-8
6,2/20/97,1.1,1.2,0.1,357,-8
6,2/20/97,1.2,1.3,0.1,306,-8.5
6,2/20/97,1.3,1.4,0.1,175,-8.5
6,2/20/97,1.4,1.48,0.08,61,-8.5
6,2/28/97,0,0.1,0.1,371,-2
6,2/28/97,0.1,0.2,0.1,364,-3
6,2/28/97,0.2,0.3,0.1,362,-5
6,2/28/97,0.3,0.4,0.1,396,-5
6,2/28/97,0.4,0.5,0.1,497,-4
6,2/28/97,0.5,0.6,0.1,401,-4
6,2/28/97,0.6,0.7,0.1,450,-6
6,2/28/97,0.7,0.8,0.1,441,-6
6,2/28/97,0.8,0.9,0.1,339,-7
6,2/28/97,0.9,1,0.1,394,-8
6,2/28/97,1,1.1,0.1,377,-8
6,2/28/97,1.1,1.2,0.1,355,-9
6,2/28/97,1.2,1.3,0.1,380,-10
6,2/28/97,1.3,1.4,0.1,284,-10
6,2/28/97,1.4,1.47,0.07,262,-10
6,3/7/97,0,0.1,0.1,327,-3
6,3/7/97,0.1,0.2,0.1,348,-3.5
6,3/7/97,0.2,0.3,0.1,352,-4
6,3/7/97,0.3,0.4,0.1,400,-5
6,3/7/97,0.4,0.5,0.1,383,-5
6,3/7/97,0.5,0.6,0.1,414,-5.5
6,3/7/97,0.6,0.7,0.1,430,-6
6,3/7/97,0.7,0.8,0.1,369,-7
6,3/7/97,0.8,0.9,0.1,407,-7.5
6,3/7/97,0.9,1,0.1,404,-8
6,3/7/97,1,1.1,0.1,369,-9
6,3/7/97,1.1,1.2,0.1,332,-10
6,3/7/97,1.2,1.3,0.1,448,-11.5
6,3/7/97,1.3,1.4,0.1,467,-12
6,3/7/97,1.4,1.52,0.12,481,-10.5
6,3/14/97,0,0.1,0.1,338,-4
6,3/14/97,0.1,0.2,0.1,341,-5
6,3/14/97,0.2,0.3,0.1,370,-4
6,3/14/97,0.3,0.4,0.1,420,-5
6,3/14/97,0.4,0.5,0.1,430,-4
6,3/14/97,0.5,0.6,0.1,405,-5
6,3/14/97,0.6,0.7,0.1,385,-6
6,3/14/97,0.7,0.8,0.1,355,-6
6,3/14/97,0.8,0.9,0.1,415,-6
6,3/14/97,0.9,1,0.1,388,-7
6,3/14/97,1,1.1,0.1,403,-7
6,3/14/97,1.1,1.2,0.1,375,-9
6,3/14/97,1.2,1.3,0.1,469,-10
6,3/14/97,1.3,1.4,0.1,453,-11
6,3/14/97,1.4,1.5,0.1,480,-11
6,3/14/97,1.5,1.5,0,NaN,-10
6,3/21/97,0,0,0,NaN,-2
6,3/21/97,0,0.1,0.1,413,-3
6,3/21/97,0.1,0.2,0.1,365,-3
6,3/21/97,0.2,0.3,0.1,364,-3
6,3/21/97,0.3,0.4,0.1,419,-3.5
6,3/21/97,0.4,0.5,0.1,470,-4
6,3/21/97,0.5,0.6,0.1,425,-4
6,3/21/97,0.6,0.7,0.1,463,-4
6,3/21/97,0.7,0.8,0.1,420,-4
6,3/21/97,0.8,0.9,0.1,444,-4.5
6,3/21/97,0.9,1,0.1,447,-4.5
6,3/21/97,1,1.1,0.1,395,-5
6,3/21/97,1.1,1.2,0.1,354,-5
6,3/21/97,1.2,1.3,0.1,395,-6
6,3/21/97,1.3,1.4,0.1,424,-4.5
6,3/21/97,1.4,1.5,0.1,448,-1.5
6,4/9/97,0,0.1,0.1,370,-2
6,4/9/97,0.1,0.2,0.1,377,-2
6,4/9/97,0.2,0.3,0.1,393,-2
6,4/9/97,0.3,0.4,0.1,448,-2
6,4/9/97,0.4,0.5,0.1,464,-2
6,4/9/97,0.5,0.6,0.1,412,-3
6,4/9/97,0.6,0.7,0.1,425,-3
6,4/9/97,0.7,0.8,0.1,411,-4
6,4/9/97,0.8,0.9,0.1,453,-5
6,4/9/97,0.9,1,0.1,444,-5
6,4/9/97,1,1.1,0.1,405,-5
6,4/9/97,1.1,1.2,0.1,437,-5
6,4/9/97,1.2,1.3,0.1,456,-5
6,4/9/97,1.3,1.4,0.1,485,-6
6,4/9/97,1.4,1.5,0.1,345,-5
6,4/9/97,1.5,1.6,0.1,191,-2
6,4/9/97,1.6,1.6,0,NaN,-1
6,4/11/97,0,0.1,0.1,334,-2
6,4/11/97,0.1,0.2,0.1,325,-2
6,4/11/97,0.2,0.3,0.1,369,-2.5
6,4/11/97,0.3,0.4,0.1,415,-3
6,4/11/97,0.4,0.5,0.1,397,-3
6,4/11/97,0.5,0.6,0.1,381,-3
6,4/11/97,0.6,0.7,0.1,391,-3.5
6,4/11/97,0.7,0.8,0.1,388,-4
6,4/11/97,0.8,0.9,0.1,401,-4
6,4/11/97,0.9,1,0.1,388,-4.5
6,4/11/97,1,1.1,0.1,364,-4.5
6,4/11/97,1.1,1.2,0.1,431,-5
6,4/11/97,1.2,1.3,0.1,433,-5
6,4/11/97,1.3,1.4,0.1,459,-5.5
6,4/11/97,1.4,1.5,0.1,459,-5.5
6,4/11/97,1.5,1.6,0.1,268,-6.5
6,4/11/97,1.6,1.7,0.1,321,-7
6,4/11/97,1.7,1.8,0.1,366,-7.5
6,4/11/97,1.8,1.95,0.15,120,0
6,4/18/97,0,0,0,NaN,-2
6,4/18/97,0,0.1,0.1,329,-2
6,4/18/97,0.1,0.2,0.1,372,-2
6,4/18/97,0.2,0.3,0.1,401,-3
6,4/18/97,0.3,0.4,0.1,422,-4
6,4/18/97,0.4,0.5,0.1,409,-3
6,4/18/97,0.5,0.6,0.1,392,-4
6,4/18/97,0.6,0.7,0.1,374,-4
6,4/18/97,0.7,0.8,0.1,400,-4
6,4/18/97,0.8,0.9,0.1,403,-4
6,4/18/97,0.9,1,0.1,407,-4
6,4/18/97,1,1.1,0.1,407,-4
sae,4/30/97,0,0.1,0.1,405,0
sae,4/30/97,0.1,0.2,0.1,407,0
sae,4/30/97,0.2,0.3,0.1,399,0
sae,4/30/97,0.3,0.4,0.1,345,0
sae,4/30/97,0.4,0.5,0.1,321,0
sae,4/30/97,0.5,0.6,0.1,273,-0.3
sae,4/30/97,0.6,0.7,0.1,276,-0.3
sae,4/30/97,0.7,0.8,0.1,222,-0.3
sae,4/30/97,0.8,0.9,0.1,200,-0.3
sae,4/30/97,0.9,1,0.1,201,-0.5
sae,4/30/97,1,1.1,0.1,209,-0.8
sae,4/30/97,1.1,1.2,0.1,184,-2
sae,4/30/97,1.2,1.3,0.1,139,-2.8
sae,4/30/97,1.3,1.4,0.1,108,-2.5
saw,4/30/97,0,0.1,0.1,351,0
saw,4/30/97,0.1,0.2,0.1,369,0
saw,4/30/97,0.2,0.3,0.1,456,0
saw,4/30/97,0.3,0.4,0.1,453,0
saw,4/30/97,0.4,0.5,0.1,418,0
saw,4/30/97,0.5,0.6,0.1,409,0
saw,4/30/97,0.6,0.7,0.1,463,0
saw,4/30/97,0.7,0.8,0.1,456,0
saw,4/30/97,0.8,0.9,0.1,420,0
saw,4/30/97,0.9,1,0.1,448,0
saw,4/30/97,1,1.1,0.1,482,0
saw,4/30/97,1.1,1.2,0.1,416,0
saw,4/30/97,1.2,1.3,0.1,337,0
saw,4/30/97,1.3,1.4,0.1,311,0
saw,4/30/97,1.4,1.5,0.1,270,0
saw,4/30/97,1.5,1.6,0.1,227,0
saw,4/30/97,1.6,1.7,0.1,206,-0.8
saw,4/30/97,1.7,1.8,0.1,205,-1.3
saw,4/30/97,1.8,1.9,0.1,186,-1.8
saw,4/30/97,1.9,2,0.1,185,-2.3
saw,4/30/97,2,2.1,0.1,153,-2.8
6,5/7/97,0,0,0,NaN,-1
6,5/7/97,0,0.1,0.1,380,-1
6,5/7/97,0.1,0.2,0.1,387,-1
6,5/7/97,0.2,0.3,0.1,426,-1.8
6,5/7/97,0.3,0.4,0.1,410,-2
6,5/7/97,0.4,0.5,0.1,436,-2
6,5/7/97,0.5,0.6,0.1,421,-2.5
6,5/7/97,0.6,0.7,0.1,435,-2.5
6,5/7/97,0.7,0.8,0.1,417,-2.5
6,5/7/97,0.8,0.9,0.1,410,-3
6,5/7/97,0.9,1,0.1,406,-3
6,5/7/97,1,1.1,0.1,390,-3
6,5/7/97,1.1,1.2,0.1,456,-3
6,5/7/97,1.2,1.3,0.1,474,-3
6,5/7/97,1.3,1.4,0.1,460,-3
6,5/7/97,1.4,1.5,0.1,464,-2.5
6,5/7/97,1.5,1.6,0.1,440,-2.5
6,5/7/97,1.6,1.7,0.1,434,-2.5
6,5/7/97,1.7,1.8,0.1,411,-2
6,5/7/97,1.8,1.9,0.1,428,-2
6,5/7/97,1.9,2,0.1,381,-1.5
6,5/7/97,2,2.1,0.1,369,-1
6,5/7/97,2.1,2.2,0.1,320,-1
6,5/7/97,2.2,2.3,0.1,350,-1
6,5/7/97,2.3,2.4,0.1,451,-0.5
6,5/7/97,2.4,2.5,0.1,436,0
6,5/7/97,2.5,2.57,0.07,418,0
6,5/13/97,0,0.1,0.1,375,0
6,5/13/97,0.1,0.2,0.1,383,-1
6,5/13/97,0.2,0.3,0.1,497,-1
6,5/13/97,0.4,0.5,0.1,446,-1
6,5/13/97,0.5,0.6,0.1,397,-0.5
6,5/13/97,0.6,0.7,0.1,408,-0.5
6,5/13/97,0.7,0.8,0.1,503,-1
6,5/13/97,0.8,0.9,0.1,433,-0.5
6,5/13/97,0.9,1,0.1,457,0
6,5/13/97,1,1.1,0.1,416,0
6,5/13/97,1.1,1.2,0.1,430,0
6,5/13/97,1.2,1.3,0.1,460,0
6,5/13/97,1.4,1.5,0.1,507,0
6,5/13/97,1.5,1.6,0.1,525,0
6,5/13/97,1.6,1.7,0.1,399,0
6,5/13/97,1.7,1.8,0.1,439,-0.5
6,5/13/97,1.8,1.9,0.1,490,0
6,5/13/97,1.9,2,0.1,485,0
6,5/13/97,2,2.1,0.1,358,-1
6,5/13/97,2.1,2.2,0.1,452,0
6,5/13/97,2.2,2.3,0.1,506,0
84,5/13/97,0,0.1,0.1,389,0
84,5/13/97,0.1,0.2,0.1,365,0
84,5/13/97,0.2,0.3,0.1,363,0
84,5/13/97,0.3,0.4,0.1,365,0
84,5/13/97,0.4,0.5,0.1,437,0
84,5/13/97,0.5,0.6,0.1,469,0
84,5/13/97,0.6,0.7,0.1,401,0
84,5/13/97,0.7,0.8,0.1,391,0
84,5/13/97,0.8,0.9,0.1,397,0
84,5/13/97,0.9,1,0.1,388,0
84,5/13/97,1,1.1,0.1,404,0
84,5/13/97,1.1,1.2,0.1,494,0
84,5/13/97,1.2,1.3,0.1,459,0
84,5/13/97,1.3,1.4,0.1,389,0
84,5/13/97,1.4,1.53,0.13,474,0
85,5/13/97,0,0.1,0.1,410,0
85,5/13/97,0.1,0.2,0.1,402,0
85,5/13/97,0.2,0.3,0.1,414,0
85,5/13/97,0.3,0.4,0.1,450,0
85,5/13/97,0.4,0.5,0.1,404,0
85,5/13/97,0.5,0.6,0.1,446,0
85,5/13/97,0.6,0.7,0.1,441,0
85,5/13/97,0.7,0.8,0.1,517,0
85,5/13/97,0.8,0.9,0.1,532,0
85,5/13/97,0.9,1,0.1,405,0
85,5/13/97,1,1.1,0.1,378,0
85,5/13/97,1.1,1.2,0.1,358,0
85,5/13/97,1.2,1.3,0.1,401,0
85,5/13/97,1.3,1.44,0.14,415,0
g5n,5/13/97,0,0.1,0.1,480,-4.5
g5n,5/13/97,0.1,0.2,0.1,480,-4.5
g5n,5/13/97,0.2,0.3,0.1,352,-4.5
g5n,5/13/97,0.3,0.4,0.1,385,-4.5
g5n,5/13/97,0.4,0.5,0.1,390,-4.5
g5n,5/13/97,0.5,0.6,0.1,342,-4
g5n,5/13/97,0.6,0.7,0.1,370,-4.5
g5n,5/13/97,0.7,0.8,0.1,398,-4.5
g5n,5/13/97,0.8,0.9,0.1,425,-5
g5n,5/13/97,0.9,1,0.1,425,-4.5
g5n,5/13/97,1,1.1,0.1,399,-4
g5n,5/13/97,1.1,1.2,0.1,374,-4
g5n,5/13/97,1.2,1.3,0.1,350,-3.5
g5n,5/13/97,1.3,1.4,0.1,347,-3.5
g5n,5/13/97,1.4,1.5,0.1,335,-3
g5n,5/13/97,1.5,1.6,0.1,331,-2.5
g5n,5/13/97,1.6,1.7,0.1,296,-2
g5n,5/13/97,1.7,1.8,0.1,365,-1.5
g5n,5/13/97,1.8,1.9,0.1,365,-1
g5n,5/13/97,1.9,2,0.1,327,0
g5n,5/13/97,2,2.1,0.1,338,0
g5n,5/13/97,2.1,2.2,0.1,352,0
g5n,5/13/97,2.2,2.3,0.1,375,0
g5n,5/13/97,2.3,2.4,0.1,403,0
g5n,5/13/97,2.4,2.45,0.05,365,0
g5s,5/13/97,0,0.1,0.1,NaN,0
g5s,5/13/97,0.1,0.2,0.1,638,0
g5s,5/13/97,0.2,0.3,0.1,404,0
g5s,5/13/97,0.3,0.4,0.1,498,0
g5s,5/13/97,0.4,0.5,0.1,373,0
g5s,5/13/97,0.5,0.6,0.1,426,0
g5s,5/13/97,0.6,0.7,0.1,410,0
g5s,5/13/97,0.7,0.8,0.1,465,0
g5s,5/13/97,0.8,0.9,0.1,460,0
g5s,5/13/97,0.9,1,0.1,472,0
g5s,5/13/97,1,1.1,0.1,526,0
g5s,5/13/97,1.1,1.2,0.1,463,0
g5s,5/13/97,1.2,1.3,0.1,397,0
g5s,5/13/97,1.3,1.4,0.1,376,0
g5s,5/13/97,1.4,1.5,0.1,338,0
g5s,5/13/97,1.5,1.6,0.1,381,0
g5s,5/13/97,1.6,1.7,0.1,473,0
g5s,5/13/97,1.7,1.8,0.1,424,0
88,5/14/97,0,0,0,NaN,-1.5
88,5/14/97,0,0.1,0.1,325,-2
88,5/14/97,0.1,0.2,0.1,325,-3
88,5/14/97,0.2,0.3,0.1,325,-3
88,5/14/97,0.3,0.4,0.1,386,-2.5
88,5/14/97,0.4,0.5,0.1,415,-2.5
88,5/14/97,0.5,0.6,0.1,331,-2
88,5/14/97,0.6,0.7,0.1,380,-2
88,5/14/97,0.7,0.8,0.1,406,-2
88,5/14/97,0.8,0.9,0.1,412,-1.5
88,5/14/97,0.9,1,0.1,401,-1.5
88,5/14/97,1,1.1,0.1,426,-1
88,5/14/97,1.1,1.2,0.1,428,-0.5
88,5/14/97,1.2,1.3,0.1,422,0
88,5/14/97,1.3,1.4,0.1,410,0
88,5/14/97,1.4,1.5,0.1,340,0
88,5/14/97,1.5,1.6,0.1,379,0
88,5/14/97,1.6,1.7,0.1,330,0
88,5/14/97,1.7,1.8,0.1,508,0
88,5/14/97,1.8,1.9,0.1,478,0
88,5/14/97,1.9,2,0.1,410,0
ark,5/14/97,0,0,0,NaN,-5
ark,5/14/97,0,0.1,0.1,284,-5
ark,5/14/97,0.1,0.2,0.1,303,-6
ark,5/14/97,0.2,0.3,0.1,282,-5.5
ark,5/14/97,0.3,0.4,0.1,352,-5.5
ark,5/14/97,0.4,0.5,0.1,276,-5.5
ark,5/14/97,0.5,0.6,0.1,400,-6
ark,5/14/97,0.6,0.7,0.1,392,-6
ark,5/14/97,0.7,0.8,0.1,350,-6
ark,5/14/97,0.8,0.9,0.1,339,-6
ark,5/14/97,0.9,1,0.1,301,-6
ark,5/14/97,1,1.1,0.1,304,-6
ark,5/14/97,1.1,1.2,0.1,333,-6
ark,5/14/97,1.2,1.3,0.1,333,-6
ark,5/14/97,1.3,1.4,0.1,335,-5.5
ark,5/14/97,1.4,1.5,0.1,290,-5
ark,5/14/97,1.5,1.6,0.1,326,-5
ark,5/14/97,1.6,1.7,0.1,338,-4.5
ark,5/14/97,1.7,1.8,0.1,329,-4
ark,5/14/97,1.8,1.9,0.1,336,-3
ark,5/14/97,1.9,2,0.1,382,-2.5
ark,5/14/97,2,2.1,0.1,372,-3
ark,5/14/97,2.1,2.19,0.09,358,-2
6,5/19/97,0,0.1,0.1,390,0
6,5/19/97,0.1,0.2,0.1,370,0
6,5/19/97,0.2,0.3,0.1,418,0
6,5/19/97,0.3,0.4,0.1,400,0
6,5/19/97,0.4,0.5,0.1,425,0
6,5/19/97,0.5,0.6,0.1,388,0
6,5/19/97,0.6,0.7,0.1,380,0
6,5/19/97,0.7,0.8,0.1,451,0
6,5/19/97,0.8,0.9,0.1,441,0
6,5/19/97,0.9,1,0.1,455,0
6,5/19/97,1,1.1,0.1,490,0
6,5/19/97,1.1,1.2,0.1,500,0
6,5/19/97,1.2,1.3,0.1,535,0
6,5/19/97,1.3,1.4,0.1,535,0
6,5/19/97,1.4,1.5,0.1,470,0
6,5/19/97,1.5,1.6,0.1,545,0
6,5/19/97,1.6,1.7,0.1,550,0
6,5/19/97,1.7,1.8,0.1,501,0
6,5/19/97,1.8,1.9,0.1,425,0
6,5/19/97,1.9,2,0.1,441,0
6,5/19/97,2,2.05,0.05,430,0
6,5/30/97,0,0.1,0.1,481,0
6,5/30/97,0.1,0.2,0.1,418,0
6,5/30/97,0.2,0.3,0.1,465,0
6,5/30/97,0.3,0.4,0.1,493,0
6,5/30/97,0.4,0.5,0.1,498,0
6,5/30/97,0.5,0.6,0.1,445,0
6,5/30/97,0.6,0.7,0.1,487,0
6,5/30/97,0.7,0.8,0.1,496,0
6,5/30/97,0.8,0.9,0.1,496,0
6,5/30/97,0.9,1,0.1,498,0
6,5/30/97,1,1.1,0.1,566,0
6,5/30/97,1.1,1.2,0.1,537,0
6,5/30/97,1.2,1.3,0.1,576,0
6,5/30/97,1.3,1.4,0.1,570,0
6,5/30/97,1.4,1.5,0.1,614,0
6,5/30/97,1.5,1.6,0.1,594,0
6,5/30/97,1.6,1.7,0.1,548,0
6,5/30/97,1.7,1.8,0.1,532,0
6,5/30/97,1.8,1.96,0.16,493,-0.3
6,6/9/97,0,0.1,0.1,490,0
6,6/9/97,0.1,0.2,0.1,436,0
6,6/9/97,0.2,0.3,0.1,412,0
6,6/9/97,0.3,0.4,0.1,482,0
6,6/9/97,0.4,0.5,0.1,446,0
6,6/9/97,0.5,0.6,0.1,507,0
6,6/9/97,0.6,0.7,0.1,472,0
6,6/9/97,0.7,0.8,0.1,489,0
6,6/9/97,0.8,0.9,0.1,488,0
6,6/9/97,0.9,1,0.1,456,0
6,6/9/97,1,1.1,0.1,475,0
6,6/9/97,1.1,1.2,0.1,483,0
6,6/9/97,1.2,1.3,0.1,526,0
6,6/9/97,1.3,1.4,0.1,547,0
6,6/9/97,1.4,1.5,0.1,562,0
6,6/9/97,1.5,1.6,0.1,457,0
6,6/9/97,1.6,1.6,0,NaN,0
6,6/16/97,0,0.1,0.1,490,0
6,6/16/97,0.1,0.2,0.1,455,0
6,6/16/97,0.2,0.3,0.1,450,0
6,6/16/97,0.3,0.4,0.1,510,0
6,6/16/97,0.4,0.5,0.1,560,0
6,6/16/97,0.5,0.6,0.1,513,0
6,6/16/97,0.6,0.7,0.1,495,0
6,6/16/97,0.7,0.8,0.1,502,0
6,6/16/97,0.8,0.9,0.1,500,0
6,6/16/97,0.9,1,0.1,490,0
6,6/16/97,1,1.1,0.1,500,0
6,6/16/97,1.1,1.2,0.1,534,0
6,6/16/97,1.2,1.3,0.1,528,0
6,6/16/97,1.3,1.4,0.1,513,0
6,6/23/97,0,0,0,NaN,0
6,6/23/97,0,0.1,0.1,529,0
6,6/23/97,0.1,0.2,0.1,514,0
6,6/23/97,0.2,0.3,0.1,451,0
6,6/23/97,0.3,0.4,0.1,458,0
6,6/23/97,0.4,0.5,0.1,550,0
6,6/23/97,0.5,0.6,0.1,549,0
6,6/23/97,0.6,0.7,0.1,527,0
6,6/23/97,0.7,0.82,0.12,528,0
6,6/30/97,0,0,0,NaN,0
6,6/30/97,0,0.1,0.1,515,0
6,6/30/97,0.1,0.2,0.1,539,0
6,6/30/97,0.2,0.31,0.11,431,-0.5
6,1/20/98,0,0,0,NaN,-4
6,1/20/98,0,0.1,0.1,275,-4
6,1/20/98,0.1,0.2,0.1,470,-6
6,1/20/98,0.2,0.3,0.1,355,-7
6,1/20/98,0.3,0.4,0.1,318,-7
6,1/20/98,0.4,0.5,0.1,343,-8
6,1/20/98,0.5,0.6,0.1,320,-9
6,1/20/98,0.6,0.7,0.1,276,-10
6,1/20/98,0.7,0.77,0.07,173,-14
6,1/20/98,0.77,0.77,0,NaN,-14
6,1/27/98,0,0.1,0.1,275,-6
6,1/27/98,0.1,0.2,0.1,382,-8
6,1/27/98,0.2,0.3,0.1,366,-8
6,1/27/98,0.3,0.4,0.1,390,-8
6,1/27/98,0.4,0.5,0.1,390,-8
6,1/27/98,0.5,0.6,0.1,395,-11
6,1/27/98,0.6,0.7,0.1,460,-10
6,1/27/98,0.7,0.77,0.07,315,-11
6,1/27/98,0.77,0.77,0,NaN,-9
6,2/3/98,0,0,0,NaN,-6
6,2/3/98,0,0.1,0.1,368,-6
6,2/3/98,0.1,0.2,0.1,379,-7
6,2/3/98,0.2,0.3,0.1,387,-7
6,2/3/98,0.3,0.4,0.1,391,-8
6,2/3/98,0.4,0.5,0.1,396,-9
6,2/3/98,0.5,0.6,0.1,350,-10
6,2/3/98,0.6,0.67,0.07,413,-11
6,2/3/98,0.67,0.67,0,NaN,-8
6,2/10/98,0.1,0.1,0,NaN,-4
6,2/10/98,0.1,0.2,0.1,332,-5
6,2/10/98,0.2,0.3,0.1,488,-5
6,2/10/98,0.3,0.4,0.1,447,-7
6,2/10/98,0.4,0.5,0.1,336,-7
6,2/10/98,0.5,0.6,0.1,330,-9
6,2/10/98,0.6,0.7,0.1,426,-10
6,2/10/98,0.7,0.8,0.1,341,-13
6,2/10/98,0.8,0.9,0.1,318,-15
6,2/10/98,0.9,0.94,0.04,318,-14
6,2/10/98,0.94,0.94,0,NaN,-15
sae,2/13/98,0,0,0,NaN,0
sae,2/13/98,0,0.1,0.1,326,0
sae,2/13/98,0.1,0.2,0.1,359,-1
sae,2/13/98,0.2,0.3,0.1,365,-2
sae,2/13/98,0.3,0.4,0.1,356,-2
sae,2/13/98,0.4,0.5,0.1,393,-3
sae,2/13/98,0.5,0.6,0.1,359,-3
sae,2/13/98,0.6,0.7,0.1,343,-4
sae,2/13/98,0.7,0.8,0.1,394,-5
